13900000001|050057|1471020386250|70
13900000002|050057|1471017860712|75
13900000003|010005|1471018898111|161
13900000004|010005|1471020522545|107
13900000005|010005|1471020528891|20596
13900000005|010005|1471020110652|88080
13900000005|010005|1471020537933|148
13900000005|010005|1471020550412|7515
13900000005|010005|1471020538253|188
13900000005|010005|1471017990274|121
13900000006|010005|1471020167110|2110
13900000007|010005|1471017983371|129
13900000007|010005|1471017983371|129
13900000007|010005|1471018002661|150
13900000007|220499|1471017978251|98
13900000007|220499|1471017977525|0
13900000007|010005|1471018005051|131
13900000007|010005|1471018007525|135
13900000007|220499|1471017991701|0
13900000007|010005|1471018007510|150
13900000007|070093|1471017934861|75610
13900000008|070093|1471020437643|78147
13900000009|010001|1471017874098|174
13900000009|071455|1471018872258|957
13900000009|220499|1471020165639|140
13900000009|050057|1471018745073|75
13900000009|050053|1471017983617|1566
13900000009|050057|1471020997860|80
13900000010|010005|1471017867281|98
13900000010|010005|1471017867281|463
13900000011|010005|1471018891837|190
13900000012|010005|1471018867923|199
13900000012|341266|1471018907368|60
13900000012|070099|1471018872012|4700
13900000012|221135|1471018876827|170
13900000012|341266|1471018886922|71
13900000012|221135|1471018878793|169
13900000012|221135|1471018878602|180
13900000013|070328|1471017984006|139
13900000014|010001|1471017990138|179
13900000014|010001|1471018008143|679
13900000014|010001|1471018010748|195
13900000014|010001|1471017990253|179
13900000014|010001|1471017991448|175
13900000014|071455|1471017991108|4234
13900000014|071455|1471017991099|2278
13900000014|011625|1471017990198|610
13900000014|010001|1471018010528|169
13900000014|010001|1471017992358|175
13900000014|010001|1471017991024|174
13900000014|010001|1471018002703|3334
13900000014|010001|1471017992248|174
13900000014|010001|1471017999113|3654
13900000014|010001|1471017993193|215
13900000015|010005|1471018873266|141
13900000015|010005|1471018869090|1610
13900000015|010005|1471018872866|421
13900000015|010005|1471018885760|2150
13900000015|010005|1471018871116|1775
13900000015|010005|1471018872866|299
13900000015|010005|1471018902960|221
13900000015|010005|1471018902960|1550
13900000015|010005|1471018870866|271
13900000015|010005|1471018869025|1622
13900000016|010005|1471020514203|421
13900000016|010005|1471020530684|144
13900000017|010005|1471020544860|135
13900000017|010005|1471020545050|101
13900000018|181552|1471018871223|6611
13900000018|221061|1471017977747|9562
13900000018|370955|1471018001632|199
13900000018|370955|1471018884557|215
13900000018|181552|1471018877797|6266
13900000018|221061|1471020164918|790
13900000019|231973|1471018755524|0
13900000020|050367|1471020540272|16256
13900000020|050057|1471021052237|10811
13900000020|180688|1471020478107|64543
13900000021|010005|1471021030254|139
13900000021|010005|1471021036004|2119
13900000021|010005|1471020898043|115
13900000022|201154|1471017864007|250
13900000023|221061|1471017993038|9643
13900000023|221061|1471017988398|12964
13900000023|221061|1471017959677|15925
13900000023|221061|1471017978277|9525
13900000024|070377|1471021024739|100
13900000024|070377|1471021025442|103
13900000025|110157|1471018006048|156
13900000026|010005|1471021066583|199
13900000027|010005|1471018888842|112
13900000027|010005|1471018889537|96
13900000027|010005|1471018891987|1016
13900000027|010005|1471018889627|97
